name,type,diretorio,accuracy,loss,val_accuracy,val_loss,l2,dropout,min_lr,factor,patience,patienceReduce,batch_size,pesos,epoch,time,seed
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_112,0.270188570022583,1.6363424062728882,0.3686724007129669,1.3853435516357422,0.0001,0.4,1e-06,0.2,10.0,2.0,64.0,[?.1.1.1],8.0,579.979792499973,
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_113,0.2915904223918915,1.6141360998153689,0.3836357891559601,1.3393913507461548,0.0001,0.5,1e-06,0.2,10.0,2.0,64.0,[?.1.1.1],14.0,692.1506709000096,
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_114,0.2087676078081131,1.8461352586746216,0.2734797894954681,1.423531174659729,0.0001,0.6,1e-06,0.2,10.0,2.0,64.0,[?.1.1.1],1.0,270.67255020001903,
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_115,0.2061420977115631,1.8895723819732664,0.3046800494194031,1.43906831741333,0.0001,0.7,1e-06,0.2,10.0,2.0,64.0,[?.1.1.1],1.0,273.446684799972,
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_116,0.3269154131412506,1.778876543045044,0.3209168910980224,1.647737979888916,0.001,0.2,1e-06,0.2,10.0,2.0,64.0,[?.1.1.1],5.0,356.50935720000416,
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_117,0.3769591748714447,1.6325128078460691,0.4415791034698486,1.3454407453536987,0.001,0.3,1e-06,0.2,10.0,2.0,64.0,[?.1.1.1],8.0,461.0580470999703,
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_118,0.5051316618919373,1.3364967107772827,0.5055714845657349,1.2724601030349731,0.001,0.4,1e-06,0.2,10.0,2.0,64.0,[?.1.1.1],12.0,672.5957003000076,
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_119,0.1856154054403305,2.015410900115967,0.1741483658552169,1.7378758192062378,0.001,0.5,1e-06,0.2,10.0,2.0,64.0,[?.1.1.1],3.0,488.4101219000295,
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_120,0.3453735411167145,1.59526526927948,0.3473415970802307,1.4406042098999023,0.001,0.6,1e-06,0.2,10.0,2.0,64.0,[?.1.1.1],12.0,658.4527195999981,
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_121,0.1836263835430145,1.9004024267196653,0.1693728119134903,1.7274054288864136,0.001,0.7,1e-06,0.2,10.0,2.0,64.0,[?.1.1.1],12.0,630.1244509000098,
AffectnetGray,best,models/tests/AffectnetGray/AffectnetGray_122,0.6021163463592529,1.1735384464263916,0.5600127577781677,1.271867275238037,0.005,0.2,1e-06,0.2,10.0,2.0,64.0,[?.1.1.1],13.0,665.9075503000058,
